AuthorID,Author,Content,Date
1175397047009026068,kateryna13,"Я зараз працюю з таким. Є проблемка з коротким шлейфом. Вирішила перепаяти шлейф, використати довший той що залишається завжди від speedybee. Але не можу знайти які саме дроти паяти. Можливо хтось підкаже, що куди припаяти? Чорний на G, червоний на 9V, а решта?",2024-01-19T14:09:14.6520000+02:00
668752004205510656,a.l.a.r.i.q,"що ви маєте на увазі під ""працюю з таким""? які компоненти хочете приєднати? (назва повна)",2024-01-19T15:03:40.8640000+02:00
1175397047009026068,kateryna13,Зараз паяю) Замінити короткий шлейф на довший,2024-01-19T15:38:27.7310000+02:00
1175397047009026068,kateryna13,"Ні, це текстоліт, пробувала з такою працювати, не сподобалось. + сказали, що на такій далеко не полетиш",2024-01-19T17:44:49.6950000+02:00
929393378959970376,shvydkoplyn,"Привіт, можливо хтось підкаже: в наборі з рамою Source One HD не було кріплень, схожих на ті, що у відео по збірці. Але були ось такі пластикові штуки (на фото). Чи це також кріплення для камери? Як їх встановлювати? Чи це щось інше і кріплення треба купувати окремо?",2024-01-20T15:18:37.4180000+02:00
1081509382686253207,oleksiy.nko,"хм, у мене Source One HD але комплектація інша була, без отих чотирьох штук",2024-01-20T16:00:22.7180000+02:00
929393378959970376,shvydkoplyn,а як вирішили питання з камерою — було інше кріплення в комплекті?,2024-01-20T18:51:52.9180000+02:00
1155194727084335165,tatas0670_67027,"Вітаю, на ""GEPRC RAD VTX 5.8G 2.5W"" так само? Там перехідник іде вже в наборі, але з кутом 90°, це не проблема?",2024-01-20T19:15:35.6990000+02:00
1189168983866343498,241412.,"Мій перший 3d друк   , на перший коптер.",2024-01-20T19:33:51.2970000+02:00
1189106850734538816,volodymyr_____,"Добрый вечір, підкажіть де можна передивитись відео по збірці?",2024-01-20T20:00:08.8000000+02:00
1189106850734538816,volodymyr_____,Тільки запрошення на зустріч в zoom,2024-01-20T20:47:57.3510000+02:00
959435234250727434,ua_shaper,"Та я думаю,що і на марку 4 має полетіти. В крайньому випадку поийдеться корегувати налаштування( Не хочеться витрачати додатково на нову раму ( Але питання щодо пластикового обвісу вже не таке актуальне. Викладений вами наче встане і на марк 4,судячи з усього.",2024-01-20T22:47:21.8530000+02:00
1151484723730862121,podhornyi,"доброго дня,  може хтось дати пошту(або домен якщо це не gmail) з якої прийде відповідь у разі проходу до онлайн групи на ""Народний fpv""?  *хочу правило налаштувати, бо замахався перевіряти папку спам кожен день ",2024-01-21T16:23:14.1410000+02:00
1180833029359415327,larysa_lo,"Якщо Ви вже є тут, то не пропустите)) Ми повідомимо, коли буде розсилка запрошень",2024-01-21T17:31:46.4920000+02:00
1180833029359415327,larysa_lo,Які?,2024-01-21T19:32:08.0780000+02:00
1113028367634145290,volodymyr0385,"Вечір добрий! Підкажіть будь ласка, мотори закріплять з додатковими елементами 3d друку, чи то на власний розсуд?. В комплекті були ось такі.... Дуже подобається!. Якість рами Sourse One HD 7 просто чудова, конструкція моноліт, чистенька, без зайвого бруду. Дуже подобається.",2024-01-21T20:12:59.6500000+02:00
1180833029359415327,larysa_lo,Стоп! А Ви який потік?,2024-01-21T21:00:01.8820000+02:00
768768477271162881,limbo221990,Четвертий,2024-01-21T21:57:51.4000000+02:00
768768477271162881,limbo221990,"Де, саме в оголошеннях?. Куди заходити треба?",2024-01-21T22:05:06.0120000+02:00
768768477271162881,limbo221990,Немає,2024-01-21T22:13:15.2530000+02:00
1180833029359415327,larysa_lo,Чого саме?,2024-01-21T22:13:26.0900000+02:00
768768477271162881,limbo221990,"Знайшов, дякую! Вибачте, саме це повідомлення чомусь в спам улетіло!",2024-01-21T22:15:44.7070000+02:00
566185446388793344,moishe_rubinstein,Чи можливо понизити частоту керування дроном нижче ніж 900 гц ?,2024-01-22T14:48:54.3450000+02:00
413028857147424778,.korwin,я так думаю що можна. але для цього треба інший TX і RX,2024-01-22T16:57:23.6670000+02:00
402835847063273474,volodymyr.korsak,"так у вд ніби нема такого відео, є тільки пдф інструкція",2024-01-22T17:32:30.5890000+02:00
1180833029359415327,larysa_lo,"Так, за 2 тижні знову з'явиться нагода",2024-01-22T20:17:37.4900000+02:00
1113028367634145290,volodymyr0385,"А буде перелік по бомберам на 8 дюймовий рамі? А то по рекомендації і досвіду, вже заздалегідь замовив раму, завтра вже отримаю. А по іншим комплектуючим треба теж ж зробити завчасно замовлення... Може буде можливість розмістити рекомендацію в класрумі?",2024-01-22T20:59:04.3780000+02:00
1180833029359415327,larysa_lo,у чаті вашого потоку,2024-01-22T21:53:26.9960000+02:00
1190801521026285570,oleksandr04482,Підійде,2024-01-23T05:03:19.6960000+02:00
532836130198913046,grimuarum,Підскажіть яким засобом провести гідроізоляцію плат на дроні ??,2024-01-23T10:08:19.4470000+02:00
802980301307510805,lunelasuis,"Вітаю, друзі! Коли замовив деталі і почав збирати дрон AKK FX2 ще був у списку рекомендованої комплектації, а тепер його прибрали, але я це побачив вже коли зібрав дрон  . Розбирати/шукати заміну VTX чи все ж таки ще приймаються дрони з AKK на борту як народні?",2024-01-23T13:15:15.9140000+02:00
1180833029359415327,larysa_lo,Вітаємо! Десь за 2 тижні можна буде пройти.,2024-01-23T18:22:37.0380000+02:00
1190226531339993171,aveomix_38667,Дякую буду чекати на повідомлення якщо воно буде.,2024-01-23T18:54:45.1370000+02:00
1180833029359415327,larysa_lo,"Так, головне - слідкуйте за новинами у ffpv-оголошеннях, якщо пошта може підвести",2024-01-23T19:02:48.8520000+02:00
1189937418833494097,88888ira,"Добрий вечір. Підкажіть, будь ласка, чи скоро п'ятий потік?",2024-01-23T23:00:45.0850000+02:00
1180833029359415327,larysa_lo,"Плануємо на кінець січня. Як стане відома точна дата старту, то одразу повідомимо.",2024-01-23T23:02:56.9480000+02:00
1189937418833494097,88888ira,Дякую,2024-01-23T23:03:12.9660000+02:00
1196216357830807574,abrek1887,"Головне не провтичити дату старту, бо на позиціях не завжди є зв'язок. І з компонентами не все просто. Все за перед замовленням. Інструменти начебто всі купив. Повідомлення про старт буде тут чи на мейл?",2024-01-24T14:18:27.2580000+02:00
1179801305062056027,tonyasobchenko,Прийде лист на мейл,2024-01-24T15:15:32.7100000+02:00
729057531829420102,ham9715,"Вечір добрий, в мене такийже тіки чорний. Мотори мають короткі гвинти і довгі. довгі кріпляться через ці зелені накладки.",2024-01-24T19:56:24.7400000+02:00
859746828928024576,oleksiy.kobozev,Доброго дня. Чи підходить приймач elrs es900rx (868) для народного дрона? Чи має бути частота саме 915?,2024-01-25T09:49:28.1470000+02:00
593726555440807937,olexa_mel,"Доброго, підійде, частота (915/868) міняється в настройках",2024-01-25T10:31:44.4060000+02:00
859746828928024576,oleksiy.kobozev,Дякую!,2024-01-25T11:15:22.9010000+02:00
719629395496665130,protspace,Started a thread.,2024-01-25T12:41:58.7950000+02:00
1189128345238110299,deeapple,"Всім привіт, у мене є питання: якщо на двигуні немає позначок CW і CCW, чи потрібно регулювати напрямок обертання betaflight? Чи можу я розмістити двигуни в будь-якому порядку?",2024-01-25T13:04:16.6860000+02:00
711277565590896700,ikova_,напрямок оберту двигунів можна міняти в betaflight,2024-01-25T13:07:32.8140000+02:00
1189128345238110299,deeapple,Дякую ,2024-01-25T13:11:10.8720000+02:00
654414185421340672,stariy.com,Дякую,2024-01-25T14:45:05.0370000+02:00
593726555440807937,olexa_mel,"Привіт, може в друкованих деталях є?. Цей пульт підійде",2024-01-26T13:51:55.9910000+02:00
129536901680988160,dferens,Це де можна подивитись? Не зрозумів,2024-01-26T14:02:21.1900000+02:00
129536901680988160,dferens,"Ось у мене така ж рама і друкованих деталей немає, схоже що це загальна проблема буде",2024-01-26T14:12:53.1490000+02:00
593726555440807937,olexa_mel,Схоже на те,2024-01-26T14:19:00.6360000+02:00
836613618098634782,teacher3822,"підкажіть, будь-ласка, яка саме модифікація із зазначених? M2 Elrs RX чи M1 Elrs RX ? Right or Left? Чи СС2500? В чому різниця крім ціни і комплектності?",2024-01-26T15:02:43.9840000+02:00
593726555440807937,olexa_mel,"Тут треба брати ELRS Left або M2, опція ELRS RX це приймач впридачу, з сумкою вроді все ясно. СС2500 це мультипротокольний замість ELRS (не беріть)",2024-01-26T15:09:25.6440000+02:00
859746828928024576,oleksiy.kobozev,Приблизно так має бути (тільки пластикова деталь має бути одягнена на стійки до кінця),2024-01-26T15:59:16.4240000+02:00
766953201362010133,dmytro6969,в комплекті з рамою має бути ось таке кріплення,2024-01-26T22:40:05.5240000+02:00
129536901680988160,dferens,"Дякую за інформацію, напевно в мою коробку просто забули покласти.",2024-01-26T23:05:31.8780000+02:00
859746828928024576,oleksiy.kobozev,"Доброго дня. Я може я лізу поперед батька в пекло, але почав збирати дрон до початку мого потоку. Чи є різниця куди виводити силовий кабель (вбік чи назад)? Краще залишити трохи зайвої довжини чи підрізати щоб нічого не тіліпалось при підключеній батареї?",2024-01-27T14:19:20.9040000+02:00
466843386209632284,warnet1992,"Друзі, вітаю. Маю проблемку. Політний стек speedybee f405 v3 stack bls 50a, зібрав коптер, підключив батерею, 3 сигнали + 2 сигнали отримав.  Заходжу в ecs configurator - порт бачить, приєднуюсь. Але Failed reading ESC. Не читає жодного.  В бетафлай пробував поставити прошивку на політний - стек бачить, а не прошиває.  Міняв кабелі, пробував різні ноути.  Вирішив все програмою impulserc",2024-01-27T16:12:08.4690000+02:00
1180833029359415327,larysa_lo,"має бути те ж саме, що і було",2024-01-27T16:34:23.6710000+02:00
1190226531339993171,aveomix_38667,Дякую,2024-01-27T16:43:51.4000000+02:00
1174796966111232110,avia_ukraine,Доброго дня. Підкажіть компоненти від 7дюймового дрона підходять на 10? чи треба інші?,2024-01-27T17:54:58.3110000+02:00
411583490375811072,alpi2524,"Доброго вечора, не можу знайти інформацію стосовно кастомних прошивок для elrs та антен до них, будь ласка поділіться, хочем виррбляти дрони не на менш поширених частотах, дякую Маю сертефікат від вашої школи, будь ласка відгукніться",2024-01-27T18:53:46.6780000+02:00
485418810028064768,andrii666,"Технічно ви можете їх туди встановити і розвести на раму під 10 дюймів, але сенсу немає На 10 дюймові рішення крім рами ще обираються мотори з меншим KV (зазвичай 900 KV), гвинти (наприклад 1050-3) та регулятор оберті з більшим запасом по струму хоча б в 60 А в залежності від моторів Під це діло також потрібна конфігурація в BetaFlight Ну і зазвичай на такі мотори виводять дроти 16 AWG, в залежності від призначення дрона",2024-01-27T19:52:26.5190000+02:00
1174796966111232110,avia_ukraine,Дякую. А не підкажете де можна про це почитати. і взагалі  в чому переваги дронів 10  над 7 (або навпаки недоліки),2024-01-27T20:06:38.9230000+02:00
593726555440807937,olexa_mel,"Привіт, для роботи ELRS зі зміненими частотами треба, щоб прошивка (якщо глибше, то діапазон і кількість слотів) була однакова на обох сторонах, на приймачі і на передавачі. Тобто прошивши приймач при виробництві його не вдасться підключити на місці, бо навряд ви точно будете знати куди дрон потрапить. Це (перепрошивку) треба робити на місці.",2024-01-27T20:56:37.6670000+02:00
859746828928024576,oleksiy.kobozev,"Чи підійде на народний дрон vtx akk ultra long range 3w? Наче доведеться ще купити пігтейл як для Foxeer, якщо підійде.",2024-01-27T21:21:56.5160000+02:00
411583490375811072,alpi2524,"Я чув що не всі приймачі можна прошити, є якись список , і якщо можна в приватні , через усім зрозумілі причини",2024-01-28T12:22:20.5280000+02:00
1174796966111232110,avia_ukraine,якщо можна і мені,2024-01-28T17:16:08.2960000+02:00
593726555440807937,olexa_mel,"Тут нічого секретного, прошити можна на всі що на 900МГц, частота залежить від чіпа LoRa, у нашому випадку це SX1276, можуть бути варіанти типу SX12-77/78/79, але я таких не зустрічав. ",2024-01-28T19:34:39.1030000+02:00
1180833029359415327,larysa_lo,За день-два надійде лист з усією інформацією,2024-01-28T19:41:17.9070000+02:00
929393378959970376,shvydkoplyn,"Привіт, потребую поради по пайці. роблю вже третій підхід  пайки силових але зробити рівну гладеньку краплю ніяк не вдається. Першу секунду-півтори паяльник влипає в припій, секунді на третій наче добре плавить все але коли забираю — тягне припій за собою. Паяльник Yato 85 вт. Паяю на 410 градусах. Флюс та припій якісні, якщо не підробка (флюс купував на олх). Буду дуже вдячний за пораду.",2024-01-28T21:33:08.7280000+02:00
1198957471516069948,fiery_otter_82754,А ви попробуйте   одночасно  коли  паяльник  на  точці  припаювання  подавати  туди   припій  .,2024-01-28T21:46:01.7580000+02:00
1179801305062056027,tonyasobchenko,"Я купувала жало широке, таке:. Ставила всі 480 градусів для пепайки силових (та в мене паяльник на 60 ват) і заливала все флюсом, майже кожні кілька секунд, бо швидко випарюється за такої температури",2024-01-28T22:15:36.9190000+02:00
1174705952314896414,oleksiy0805,"Судячи з відео, жало підходить, але Ви не повинні так швидко працювати паяльником.  Для того, щоб гарно вийшло провод потрібно тримати та прогріти десь 3 секунди,  зараз бачу набагато меньше.  Припій знизу навіть не розплавився, тому, коли прибираєте паяльник він моментально застигає, а потрібно, щоб припою вистачило часу зробити гладеньку кульку.",2024-01-28T22:27:30.5570000+02:00
929393378959970376,shvydkoplyn,мені здалось його там і так забагато вже чи ні?,2024-01-28T22:28:37.9600000+02:00
1174705952314896414,oleksiy0805,"Припою достатньо, енергії не вистачає, грійте довше",2024-01-28T22:29:21.6440000+02:00
929393378959970376,shvydkoplyn,"дякую, спробую. просто у відео уроці казали, що варто не перегравати плату тому боюсь спалити її",2024-01-28T22:31:02.4320000+02:00
1174705952314896414,oleksiy0805,"за 3 секунди не перегрієте, як що бажаєте полегшити собі життя, придбайте паяльник з жалами, які мают нагрів з середини",2024-01-28T22:35:55.1790000+02:00
668752004205510656,a.l.a.r.i.q,"Майже всі, тут проблема не в чіпі SX127X а в тому як розведено, але якщо ви в діапазон 400 не йдете, то можете рахувати, що всі",2024-01-28T22:48:13.9420000+02:00
1189168983866343498,241412.,"День добрий . Е такі набори ,чи варто їх збирати?",2024-01-29T13:08:44.4720000+02:00
1190226531339993171,aveomix_38667,Дякую,2024-01-29T20:50:10.5140000+02:00
1180833029359415327,larysa_lo,"Ні, відео лекцій завантажені на Prometheus, щоб ви могли їх проходити у зручний для вас час.",2024-01-30T08:48:34.3320000+02:00
947105271698841671,crazyengineer.,"Конкретно у вас температура плавлення припою 180-190 градусів. Тож спробуйте знизити температуру жала десь до 220-240 (якщо погано паятиме то піднімайте на 5 градусів і пробуйте знову). Потрібно дотикнутись до площадки та дроту щоб почати їх гріти, а потім підсунути припой. На нагрівання тоді у вас буде 3-5 секунд, якщо припой не липнутиме до площадки то й довше (але краще тоді трохи підняти температуру жала)",2024-01-30T09:12:59.6340000+02:00
929393378959970376,shvydkoplyn,"дякую, спробую і так.. але ж в інструкції лектор говорить про 320 градусів для не силових площадок і 420 для силових. чи це залежить від паяльнику?",2024-01-30T09:17:35.4730000+02:00
989287179853398097,ruslan426539,"Добрий день, порадьте, будь ласка, паяльник. Дякую",2024-01-30T09:46:57.5640000+02:00
1198957471516069948,fiery_otter_82754,"Не  прогріє  силові  дроти  ,  ним  добре  паяти   дрібні  речі",2024-01-30T10:28:13.5130000+02:00
276045221924438016,dobrijzmej,"на жалі С4 нормально прогріває, якщо блок живлення дозволяє",2024-01-30T10:29:05.2310000+02:00
1198957471516069948,fiery_otter_82754,"Хотів   виставити   відео   як   припаяти  пролудити  ,  як  оприділити   припій  (легко  сплавний  чи  туго  сплавний),   але  дивлюся , що   ""т100 з  с4 жалом   нормально  прогріває"" ( а  потім  ще  люди  будуть бігати і  нормальні  блоки  питати  де  купити )  , вирішив  не виставляти  ,  бо  заклюють   . ( хоча   років   30+  уже  перебачив  тих  паяльників  і  припоїв  до  чортиків  ). З  повагою.",2024-01-30T10:41:03.2000000+02:00
904472603136245770,sanchis777,Дякую за відповідь!!! Такий формат ще зручніший!,2024-01-30T10:55:00.3910000+02:00
1189168983866343498,241412.,Привіт.Налаштовую в перше.Що тут нажати?,2024-01-30T19:51:28.7360000+02:00
1180833029359415327,larysa_lo,"Так, це також буде зручніше для учасників, адже ви зможете не чекати на результат на пошту, а одразу його побачити. А також самостійно завантажити сертифікат.",2024-01-30T20:18:36.2500000+02:00
654414185421340672,stariy.com,Це круто. Дякую.,2024-01-30T21:00:43.6410000+02:00
1200171488695812218,hanna_97430,"пришла рама, но она якась інша, на ней щось можно зібрати?RC 7 inch 315mm Carbon Fiber Quadcopter Frame Kit 5.5mm arm For APEX FPV Freestyle RC Racing Drone Models",2024-01-31T08:12:46.9370000+02:00
1180833029359415327,larysa_lo,поки що ні,2024-01-31T14:45:32.2960000+02:00
1014116914982825994,mauser8370,Всі ці мегаватні передавачі весело горять на макс потужності ,2024-01-31T20:10:05.9130000+02:00
1180833029359415327,larysa_lo,"У Вас не HD рама, тому і виглядає інакше. Треба HD, щоб став нормально vtx.",2024-01-31T20:59:34.3820000+02:00
600329659561017348,pvnch.,"Привіт! Підкажіть де подивитись специфікацію на 7"" дрон. І ще, як потім відправляти його на перевірку/в ЗСУ. Дякую",2024-01-31T21:58:40.2950000+02:00
1189183045094363166,kotsiub.m_30579,"А якщо вже є така рама не HD, то як туди примайструвати vtx? У когось був подібний позитивний досвід?",2024-02-01T10:47:20.5220000+02:00
520307109628477454,.kovalchuk.,"привіт куди можна задати питання по налаштуванню пульта в симуляторі, в якій гілці серверу?",2024-02-01T12:41:05.3810000+02:00
1180833029359415327,larysa_lo,"Бачила, що інколи кріпили vtx по діагоналі. Але vtx бувають різні за розміром і наскільки надійне таке розташування і кріплення - також питання.",2024-02-02T00:51:49.9800000+02:00
411583490375811072,alpi2524,"Питання по 10 дюмових дронах, стосовно моторів. Є три типу розміри моторів які я найшов та можна поставити на 10 дюймів це 2812 3110 3115. Скажіть чи правильно я розумію чим більший мотор тим більше він споживає та тим більше він може підняти вагу? І чи радикально вони між собою відрізняються, мова йде про 900 kv, дякую.",2024-02-02T09:32:59.4840000+02:00
276045221924438016,dobrijzmej,"Доброго дня, підкажіть а у всіх на прометеусі така історія з матеріалом?",2024-02-02T10:23:42.7940000+02:00
1192414712848195639,tetiana0840_26199,"У мене все працює, але наче інша побудова теми.",2024-02-02T10:48:56.7080000+02:00
276045221924438016,dobrijzmej,схоже закрили на доопрацювання,2024-02-02T10:52:17.0990000+02:00
1190226531339993171,aveomix_38667,"Шановні Леся або Лариса!! З кии можливо поспілкуватися стосовно дозволів, запитів, місць випробування. Відповід в приаатні. Дякую. Дуже багато питань по дозволам",2024-02-02T13:02:29.0690000+02:00
931167062586441739,mr.slav1k,Доброго вечора!)а де буде проходити заняття? Тут в діскорді? Чи на самому сайті Prometheus? Дякую,2024-02-02T17:37:16.2340000+02:00
1180833029359415327,larysa_lo,на Prometheus,2024-02-02T17:57:30.2460000+02:00
931167062586441739,mr.slav1k,А записи уроку будуть?,2024-02-02T18:00:11.6630000+02:00
931167062586441739,mr.slav1k,Дякую!),2024-02-02T18:01:38.0500000+02:00
1189128345238110299,deeapple,Привіт! чи знаєте ви схему підключення Happymodel ELRS Micro ES900RX (приймач)?. Дякую ,2024-02-02T20:59:02.0370000+02:00
1181644475852927031,elektrozmi,"Вітаю, тільки добрався до налаштування) Прошив польотний, а ділі дивлюсь п‘яту лекцію там потрібно встановити прессет який надається, підкажіть де його взяти?",2024-02-02T22:22:34.7690000+02:00
1180833029359415327,larysa_lo,вже має бути,2024-02-02T22:22:44.0600000+02:00
1181644475852927031,elektrozmi,AKK FX2 Dominator,2024-02-02T22:22:44.4970000+02:00
1180833029359415327,larysa_lo,"Поки що так. Якщо будуть доповнення, то з'являться нові модулі)",2024-02-02T22:26:53.5420000+02:00
931167062586441739,mr.slav1k,Дякую,2024-02-02T22:27:01.1440000+02:00
1180833029359415327,larysa_lo,Цього відеопередавача немає в рекомендованих,2024-02-02T22:27:47.7730000+02:00
1189074136656510986,andrij0021,"Прийшов час і мені поставити питання. Прийшов відеопередавач, але не той, що в рекомендаціях. Наскільки це критично. Відпустка закінчується і часу замовляти щось інше уже нема",2024-02-03T07:39:51.9870000+02:00
276045221924438016,dobrijzmej,"поки ніхто не відповідає - спробую додати контексту, але я також новачок. Відеопередавач це той пристрій, яке передає відео з камери на монітор чи окуляри (ну так, ще дві антени, можливо ретранслятори та таке інше). У відеопередавача головне - це потужність, тобто як далеко можна полетіти дроном не втративши картинку. Це перший пункт, по якому Вам потрібно перевірити свою модель передавача з тим, що рекомендовано. Другий пункт - дінамічна потужність. Велика потужніть це добре, але не в той момент коли ти запускаєш дрона, бо тоді дрон кричить усім, що він тута, і якщо то побачить супротивник, то він може побачити і тебе і твою локацію. Тож важливо також приділяти увагу тому, яка мінімальна потужність (щоб вмикати її в точці запуску) і яка максимальна потужність. Третій пункт - охолодження. Відепередавач то така хрінь, яка дуже добре опалює дрон, і йому байдуже чи то зима чи літо. Коли дрон вже в небі, то в цілому повітря від пропів йому повинно вистачати... але якщо він в спокої, і оператор довго щось налаштовує коли картинка вже передається, а у відеопередавача немає свого охолодження, то він може швидко поплавитись. Якось так, вибачте за стіну текста, але мені здається це все повинно бути корисно.",2024-02-03T10:53:22.2730000+02:00
1203008899767205890,waleriy007,"Добрий день. У мене на жаль зникла інформація про перелік ,кошторис та наявність де купувати комплектуючі для дронів. Буду Вам вдячний якщо ви повторно надішлете мені ці дані. Дякую.",2024-02-03T10:59:59.8020000+02:00
1200171488695812218,hanna_97430,"Як можна перевірити стек - полетний контролер с регулятором моторів, що Ввін не бракований, щоб починати збирати вже впевненіше.",2024-02-03T13:28:10.2480000+02:00
999317113862889502,vik_tor_2,Просто плату польотного контролера можна підключити через USB до комп'ютера і далі через Бетафлайт. Бетафлайт повинен до нього під'єднатися. Можна обережно покрутити його в руках і Бетафлайт буде відображати оберти дрона навколо осі.,2024-02-03T14:19:47.7260000+02:00
308704340246265856,roman_che,"Пані @Hanna, чи буде запис сьогоднішньої зустрічі, яка була о 15:00?",2024-02-03T17:04:27.3020000+02:00
1197560822910701744,vitalii_mel,Доброго дня Підкажіть один із моторів в esc конфігураторі определяється як анкноун. При спробі перепрошити нічого не виходить. Але в бетафлай я можу їм керувати міняти напрямок обертів. При подаче живлення дрон дуже довго одним двигуном грає якусь мелодію,2024-02-03T17:25:10.6570000+02:00
1039849705829580840,gannahanna,"Так, буде",2024-02-03T17:50:39.9370000+02:00
1098829618515017739,svyat007.,"Доброго вечора, шукаю поставки та закупівля для нашого підрозділу FPV дрони, прийомопередачі ELRS та ретранслятори, які працюють в діапазоні частот від 700 МГц до 1.1 ГГц. Чи є вгось будь яка інфа, і до кого можно буде звернутись? Дякую всім за увагу",2024-02-03T18:03:19.2810000+02:00
859746828928024576,oleksiy.kobozev,Якщо комусь буде корисно - допомогла більш ретельна перемивка плати ( з зняттям клею),2024-02-04T11:28:32.0520000+02:00
1189074136656510986,andrij0021,"Де наданий пресет? Щось не бачу серед наданих файлів. На відео отаке bluejayspeedyebeedominator осд. txt, де його взяти",2024-02-04T15:36:23.2600000+02:00
1189074136656510986,andrij0021,А якщо нема. Бо трохи з vtx вийшла лажа,2024-02-04T16:07:42.8300000+02:00
1180833029359415327,larysa_lo,"Ні, рама, стек та мотори мають бути тільки з рекомендованих. Справа не тільки в люфті, а ще й в налаштуваннях. Ми надаємо готові для цих ""трьох китів"". Якщо ви використовуєте компоненти, яких немає у списку рекомендованих, дрон може просто не злетіти. Або летіти і за 100 метрів впасти.",2024-02-04T19:07:04.0610000+02:00
694946565038669844,cyberzayka,"Зрозумів, дякую за розгорнуту відповідь",2024-02-04T19:18:11.8570000+02:00
989106698012737558,whisen_03614,"І ще питання, чи можна паяти якісним безсвинцовим припоєм якщо вміти, чи мене потім за це проклинати будуть ",2024-02-04T19:45:11.8340000+02:00
593726555440807937,olexa_mel,"У безсвинцевого припою температура плавлення вища, є ризик пошкодити плату, і жало на паяльнику згорить за місяць",2024-02-04T19:48:25.9150000+02:00
308704340246265856,roman_che,Який припой оптимальний для збірки дронів? 60/40 з флюсом?,2024-02-04T19:57:31.7000000+02:00
989106698012737558,whisen_03614,"Вища, а ще крім того евтактичний SAC припій буде значно дорожче за свинцевий. Я ж тому і додав, якщо вже вміти і є така необхідність, питання в тому чи це суттєво вплине на доробку дрона та використання. Силові дроти вже ніхто перепаювати не буде, та й для сигнальних дротів має не дуже важливо бути я думаю (так і так навіть при 320 все розплавиться). З одного боку у свинцевого більше максимальне пластічне розтяжіння до розриву тому його досі предписують в аероспейсі, з іншого мавіки літають і нічого.",2024-02-04T20:04:06.3730000+02:00
959435234250727434,ua_shaper,"Всім доброго часу) Зібрав дрон. Але на рамі марк4. І тут донька вирішила поставити пропи.. Шось мені здається,що щось тут не те. Якщо глянути на те, що купувалося,то наче все норм. Тобто маркування на упаковці співпадає з тим, що вказано на сайті. Не правильно зібрав раму..? Не схоже. Там наче нема варіантів, щоб якось не так зібрати. Є в кого якісь ідеї?. Підозрюю, що пропи не ті,але хз які вони мають бути (. Ну,або виробник рами виготовив її так, що промені встали не під потрібним кутом...",2024-02-04T22:49:31.3990000+02:00
959435234250727434,ua_shaper,"Дякую. Не вірна збірка то вже краще,ніж нову раму купувати)",2024-02-04T23:29:35.5910000+02:00
999317113862889502,vik_tor_2,Невірно прикручені промені.,2024-02-05T00:05:03.4150000+02:00
713070102622502952,alexsam_ua,"Виглядає, що рама або зібрана не правильно, або брак",2024-02-05T12:58:46.6100000+02:00
1060305428552110181,andrewsmith7339,Як передати свій дрон?,2024-02-05T15:14:35.6640000+02:00
1190226531339993171,aveomix_38667,Шановні підкажіть хто ставив АКК FX2 -Dominator на раму апекс 7 hd. Просто так не влазить між стінками. Дякую. Я собі знайшов таку само тільки В Україні. Ще не ставив.,2024-02-05T15:50:30.3120000+02:00
1179059549924241450,kolobok240222,Поставив ок.,2024-02-05T18:04:31.3570000+02:00
